statefips,state,state_name,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
25,MA,Massachusetts,3259802,32598.00,162990.00,325980.0,814951.00,1629901.0,2444852.00,988253.41,348885.95,226687.9,122039,62005,31000,451190439,135191028,204314410,249387148,329218593,400458222,437487688,2621982,260857108,26772,36769381,141795,80677099,287210,113251145,716250,172250346,1405641,224338298,2097970,252582251,1386998,3138924,31233,1874208,142443,2237627,264204,2420707,573638,2708179,955052,2949764,1190142,3056190,894343,13056328,29642,6698935,132564,9200636,236705,10347527,456155,11751318,688199,12607020,805233,12892449,557411,13935607,8993,2177191,43734,5244921,80979,7039250,177672,9672850,301713,11776105,408142,13011908,873189,81113144,30766,62566105,137190,72160821,242119,75614552,454532,78965705,674970,80545386,790211,80966157,390469,11011664,5833,900158,30779,2691080,60920,4297645,146505,7365326,259927,9742920,322689,10526174,612350,18589966,5197,426629,28624,1837208,62383,3617144,181698,8825042,368004,14934641,489036,17416324,182211,29648951,19943,20782181,56954,26446092,82042,27946198,122215,29140802,154942,29626862,170917,29710286,78426548,35931120,51081349,58644389,69073101,75940067,78155071
26,MI,Michigan,4508496,45085.00,225425.00,450850.0,1127124.00,2254248.0,3381372.00,535835.9,216957,154414,91369,46361,22621,379971674,78465070,134044328,174686507,254013928,328507268,366479219,3456654,231032706,38405,22076053,192855,56709905,386404,85380821,955165,141814168,1886704,195712597,2796929,223373793,1535068,2175415,40978,944631,172564,1275292,310002,1450647,653280,1737798,1048763,1977171,1299472,2090082,928207,8779141,37359,4317590,152158,5993864,256546,6736942,479578,7735682,706770,8398267,825956,8632973,740543,10242790,11968,1660830,53248,3729454,96657,4807499,213151,6627905,373087,8300932,533256,9362986,947397,36366097,39301,24736820,157978,30110021,264295,32191465,489442,34585681,720246,35871929,844659,36237822,577748,13702531,9471,1021873,51914,3820746,100150,5916141,231902,9585734,387738,12141337,482049,13126557,1072499,26408419,8512,598523,56118,3339677,121711,6284131,326949,13494034,618741,20746563,833859,24314144,231048,26751298,28031,20168326,75649,24394633,104358,25403265,152609,26332906,194268,26747845,216369,26821313,49111433,19341659,28879559,34274665,41997725,47449992,49017600
27,MN,Minnesota,2616874,26169.00,130844.00,261687.0,654219.00,1308437.0,1962656.00,647879.97,258260.35,179661,107639,57582,30136.25,264531346,53379721,92262045,119973397,173660514,225704229,253888191,2119611,166130418,22471,16221981,114645,40686957,230084,60431092,569033,99615045,1115969,137240719,1672693,159107690,951880,1583952,24067,697854,102900,918593,184160,1034881,392320,1229999,652152,1420942,810102,1508914,669167,6389054,22279,2981842,97601,4173373,170741,4733499,327156,5493683,500897,6052970,593218,6254397,403134,6740827,6773,783556,30128,1982477,55889,2732622,126453,4001305,223558,5291467,302072,6105573,663995,27590109,23253,18063984,99436,22242074,170942,23947135,322534,25887238,493368,27064188,588025,27424450,362768,8701642,4609,481082,26468,1894965,52438,3055795,127114,5412362,231765,7418692,293792,8183745,548584,13962548,4395,287806,26645,1478966,57638,2862107,160483,6610478,324211,11020642,432155,12880418,177189,19456621,15935,12783340,49275,16772798,72711,17933985,112922,18970122,148019,19403099,164649,19488863,36353398,13497055,20645727,24623595,30367087,34618525,36160366
28,MS,Mississippi,1186201,11862.00,59310.00,118620.0,296550.00,593101.0,889651.00,391112,171317,124540,71058,35440,17834,74581937,12536243,23666758,32223120,48877885,63814545,71550208,971861,49172292,9710,3551065,49464,10296377,100143,16339203,249855,28464335,505594,40456798,760180,46985727,266968,361922,10310,131838,41495,197996,72404,232330,141494,291683,203566,329683,237616,348030,131195,1078861,8728,491916,31049,743961,49028,842791,83356,974258,109446,1039436,121526,1063323,247258,2315020,4332,432972,17176,913258,30278,1127404,64910,1502126,113306,1766184,167359,1921136,134712,4462898,9241,2901170,32317,3695806,50674,3970018,85366,4276157,111884,4407319,124518,4444776,89867,1913543,2553,211399,12509,693176,22469,987616,46337,1466317,67059,1734592,79300,1850299,238069,6607633,2819,220112,19552,1263769,40837,2268639,98811,4284497,163325,5747252,206012,6354503,51247,5462422,7644,4213792,19933,5080624,26877,5271259,37826,5423175,45186,5469386,48536,5473977,7905277,2975812,4635268,5588664,6937916,7729790,7902820
29,MO,Missouri,2672201,26722.00,133610.00,267220.0,668050.00,1336101.0,2004151.00,523561,211532,149637,88467,45702,22816,224596794,49979277,82242258,105631860,151154179,194156777,216621715,2142733,137488035,22218,12929219,112689,32611347,227165,48916552,565692,81538527,1127930,113824822,1695247,131939817,846829,1378851,24110,630454,101099,816980,181114,920813,376258,1098123,593759,1246646,722814,1318022,548281,7481427,22157,4654084,90799,5723234,153887,6191829,288072,6832314,422262,7244170,490956,7388302,438549,6235184,7895,917283,33549,2135867,60785,2775758,133947,3842428,233682,4906103,319483,5614142,551693,22238390,23283,14940718,93485,18202757,156418,19486178,289929,21019419,424564,21864513,495178,22122145,319782,7530968,5869,637836,31937,2249401,60564,3412754,134898,5362481,218952,6683406,268517,7211488,598503,15262193,5335,337715,34777,1991615,75428,3841428,199062,8282539,366082,12455367,478534,14251312,143872,17657026,16341,13574797,46133,16207983,64972,16840797,96399,17411595,122103,17648934,134579,17686626,29173623,12582959,18033859,21044043,25264706,28219680,29120129
30,MT,Montana,505427,5054.00,25271.00,50543.0,126357.00,252714.0,379070.00,635282.18,230867,156946.4,93187,47956,24068.5,45774731,10382808,17429448,22143736,31173349,39731483,44177985,394993,23843420,3808,1799838,19589,4794001,40063,7516478,101871,13409988,204484,19332477,310095,22757374,171992,326519,4676,99159,20362,161518,35934,195747,73475,244390,118501,287733,145489,309477,118685,1167880,3899,423541,16621,685989,28983,806851,56056,964649,85684,1072824,102080,1118015,88947,1472172,1512,182657,6952,444274,12951,600403,29103,880325,51352,1169153,68291,1355551,125902,7646001,4472,4819433,19136,6230405,32804,6719793,61589,7222912,93090,7507701,110938,7602369,63434,1433310,1087,98785,5963,392724,11656,626299,26175,998682,43454,1261016,53153,1365517,108608,3098660,992,70414,6391,384580,14212,781351,37745,1703979,69492,2579925,89236,2923527,49356,4530059,3723,2636800,13245,3834221,19798,4163970,30783,4427268,40810,4550448,45628,4540396,6006906,2537139,3743743,4354979,5195343,5791903,5991807
31,NE,Nebraska,860359,8604.00,43018.00,86036.0,215090.00,430180.0,645269.00,558534.52,222934,158492.2,97029.5,51425,26965,78571646,17057323,28077869,36024969,51802442,67135182,75441183,717163,47692138,7285,3738435,36550,9928083,73725,15323475,185389,26767341,370002,38405194,559224,45344518,291718,468351,8057,173030,34444,250016,61482,289432,127674,354250,204166,416059,248541,443153,197671,2111292,7219,1183989,30059,1524236,51986,1677567,99661,1881716,149254,2026640,175260,2075700,133077,1773312,2447,223628,10512,511136,19184,674158,42860,975736,75191,1330434,99385,1557964,203708,8364346,7603,5438039,31218,6668869,53350,7163708,101343,7787740,152293,8174152,180424,8296858,110142,2378640,1813,172843,9926,620576,18989,955334,42750,1555916,72277,2037630,89649,2233784,160822,3954594,1589,104238,10007,559071,21745,1075543,55373,2204012,100940,3274240,129351,3692639,69027,7865508,5988,5651234,19237,7026549,28299,7377081,44303,7709330,58053,7848737,64303,7878389,9988698,4116665,5982771,7014334,8474245,9556427,9947137
32,NV,Nevada,1476590,14766.00,73830.00,147659.0,369148.00,738295.0,1107443.00,689661.72,224953.1,152274,86157,44342,23701,151097270,51840717,72469356,85882501,110859975,133858907,146220842,1180214,75756581,11036,9199343,57646,19685415,118177,28365940,300610,45712529,612206,62871009,927448,72433513,374526,1235770,13351,779115,54765,965650,94847,1035926,185314,1127452,276876,1186112,328662,1211963,227214,3714949,11594,2273272,45855,2965919,75041,3195920,131857,3472347,181237,3623505,205273,3675023,264540,3789809,4142,644076,18488,1426481,33515,1815472,71637,2425364,126664,3049611,181078,3408865,263758,30791407,13135,25628575,52777,28799087,85546,29627110,148487,30361543,206065,30667026,236907,30750602,117809,3566097,2822,612790,15556,1488570,28895,2040799,59372,2841465,87014,3288511,101168,3449591,280788,9280534,2812,207791,21309,1592010,47058,3113015,116473,6078795,194391,8214773,237447,8897968,77944,12907826,9952,10060677,28533,12064803,38841,12475264,54431,12826383,66259,12950377,72450,12951562,23219481,13096631,16824065,18627982,21089045,22679763,23173576
33,NH,New Hampshire,674178,6742.00,33709.00,67418.0,168545.00,337089.0,505634.00,719759.76,284681.75,196087.3,115455,61323,31878.25,77817147,19051471,30126802,37964967,52906620,67254797,74934676,547482,47733780,5373,6300179,28081,12923077,57198,18355335,144513,29208173,286569,39666938,431312,45747762,257975,449761,6313,205348,27590,269560,49979,305966,105788,359743,175682,410062,218523,431805,175425,1882560,5830,730397,25016,1147803,43906,1352116,84285,1601396,129772,1780059,154509,1842606,107110,3202081,2036,585015,9027,1254067,16547,1645700,35642,2221880,61169,2725745,80007,3001676,168193,11521832,6136,8216374,26321,9826701,45362,10430855,84052,11047312,126373,11387286,149428,11483707,93674,2557997,1486,228130,7757,685195,14844,1029459,33835,1680322,60102,2222342,75705,2423336,144251,4086181,1396,106778,7887,505226,16816,948501,44581,2055716,86528,3263438,113945,3785072,32506,3236144,3798,2191288,10491,2849789,14705,3016431,21404,3161363,27374,3234448,30166,3245342,12026033,5090444,7255540,8461954,10234226,11495093,11962112
34,NJ,New Jersey,4243677,42437.00,212184.00,424368.0,1060919.00,2121839.0,3182758.00,865778.16,330261.4,219146,118900,59024,28452,503597645,112575314,195077504,251273127,352287557,442076886,487100905,3394249,320996989,36257,39643882,188517,95391659,379230,136749911,934525,211105409,1823508,276646741,2716527,310836585,1460818,3335099,39662,1690550,175070,2131179,316510,2382274,662827,2787194,1060997,3112849,1281715,3240762,1156277,11936459,37896,4734716,171098,7269337,307221,8554448,603940,10284758,907494,11397563,1051454,11740735,773599,16797825,10711,2466372,51705,6177120,98052,8314668,219577,11282350,380012,13714141,532053,15261393,1114140,55099707,39083,37194711,172591,45564400,305028,49021389,585719,52697445,871054,54475788,1013211,54935094,452782,12231265,7017,808831,36620,2902045,74286,4796306,182267,8323785,318207,10949720,387514,11775176,803996,24591283,6334,484094,37712,2396328,87313,5053496,260757,12648884,515665,20530889,665123,23258122,267570,31922594,26115,20825284,76956,27784852,112533,29659803,172094,31230857,222068,31875854,248441,32012866,81133300,30615181,48263612,57535433,70404332,78563778,80884415
35,NM,New Mexico,918382,9184.00,45919.00,91838.0,229596.00,459191.0,688787.00,422572.36,190702.85,136092.9,77715,39186,20028,63178947,10383563,19960236,27268398,41313438,54071166,60745887,712963,38085392,6813,2416688,35698,7641143,72657,12362577,183127,21910182,373065,31402713,563771,36478147,260591,357496,8171,105569,34677,173493,61802,214003,124282,276664,187153,320384,224019,339996,137492,1396045,6968,632356,27678,934492,45803,1075060,81255,1248651,110239,1341374,124288,1373112,135948,1838246,2587,271039,11039,641810,20005,832219,42331,1139750,71213,1428577,97168,1636589,143498,5719642,7577,3662586,29281,4687028,47757,5083430,83830,5471895,114078,5646518,129769,5695861,83312,2053004,2497,254108,12256,795776,21929,1129461,43692,1627730,62494,1888205,72517,1989672,197845,6334735,2751,227252,17488,1233859,35399,2166521,82834,4068609,135411,5508880,167364,6069972,39825,3062751,5198,2184613,13642,2760563,18864,2904321,27357,3035396,33699,3077357,36921,3078119,7194282,2476584,4002820,4904381,6191225,6972814,7186219
36,NY,New York,9214215,92142.00,460711.00,921422.0,2303554.00,4607108.0,6910661.00,856903.88,276475.3,181130,98915.5,49886,24894,1085024832,363230248,523333775,624586821,806054884,969285350,1053128819,7207939,610538601,75409,103633578,395201,206408167,796612,278064596,1984957,409623327,3964822,533025102,5889200,593963785,3315599,10886894,88008,7594825,391651,8736015,721912,9254172,1536478,9982439,2408194,10499133,2906605,10710963,2130862,32159190,83143,18945451,356985,24567772,616379,26906970,1159020,29682401,1679013,31292047,1929321,31818564,1651883,31455053,23255,6244688,112787,13388502,207752,16633567,442759,20968509,762281,24822870,1109358,28101243,2133025,181435061,85500,148218732,360207,165838502,613124,171646831,1133805,177505754,1647169,180334638,1921927,181122824,870496,22181822,15920,2268905,88312,7092478,175151,10626020,393740,16401288,622958,20099770,743649,21377086,1716812,55405438,13851,1323164,95626,7572422,227682,15711547,629870,33562530,1121525,47563820,1410610,52544379,570940,68414889,62587,50398377,176450,63211389,248493,65871672,368583,67892534,468344,68584596,525441,68668555,187944824,99157333,132826172,148685722,170217400,183918110,187592952
37,NC,North Carolina,4583277,45833.00,229164.00,458328.0,1145819.00,2291639.0,3437458.00,590132.72,236309,160464,90027,44996,22542,395409459,82085224,144591418,188527411,269988477,343470231,381398402,3709488,251031595,38736,26313997,196652,65741759,392486,96226243,972908,154716322,1947833,210873279,2921959,241440231,1335409,1726407,41678,658896,177064,963405,317524,1136319,648876,1392540,985336,1579691,1171177,1659889,900718,8869264,38780,3589060,165250,5641239,284723,6634107,519823,7851520,725439,8516382,822042,8731469,857338,11694769,12827,1452159,56716,3535256,105069,4727690,236085,6641422,421039,8653996,593364,10143282,912512,42654993,40924,28553637,171317,35604356,290948,38326531,523636,41016908,730717,42218318,832337,42530865,494175,11954845,9146,856659,49432,3311680,97741,5334649,221175,8691432,347707,10709573,419375,11475516,941936,24792783,8311,518813,54155,3176614,123758,6531704,337372,14254376,603384,20695856,777595,23384144,255402,27535401,28110,19041656,81281,24420583,116179,25834902,172653,27024376,217707,27498301,239274,27584453,52669112,20840284,32029891,38058194,46076545,51160362,52585025
38,ND,North Dakota,341682,3417.00,17084.00,34168.0,85421.00,170841.0,256262.00,607084.64,237141.85,167503.9,104520.75,55575.5,29212,33683715,7424832,12142880,15486083,22163952,28761071,32321041,285313,18879000,2771,1119746,13796,3229619,28238,5318404,73088,10108079,145746,14940106,220235,17835937,121729,237955,3228,89420,14197,132041,25096,152030,51700,182121,84468,213329,104132,226733,81043,567238,2813,213164,11818,333955,20504,389075,39128,459828,60382,523808,72119,554319,51728,820414,1064,141954,4473,290232,8148,382485,18091,534349,30998,687842,40158,765570,83428,4387200,2980,3079529,12559,3663785,21518,3891743,40442,4140631,62196,4308366,74318,4360767,39811,885425,620,48922,3529,222138,6824,356559,14870,577212,26466,767970,33056,838625,62337,1454520,641,26135,3698,167244,7986,338156,20431,726477,39074,1167437,50810,1351267,28289,3046470,2428,2065844,8358,2681759,12406,2852882,18932,2988256,24263,3042472,26556,3051314,4398111,1738106,2556520,3005207,3669742,4182558,4374353
39,OH,Ohio,5350900,53509.00,267545.00,535090.0,1337725.00,2675450.0,4013175.00,515717.04,205841,145260,86869,46891,24220,433947591,85616964,149068397,194516650,283549665,369335428,416287660,4304598,274909993,45561,26629386,227759,65957036,457398,97735937,1141129,162268714,2261838,226376293,3382018,263231127,1499500,1908768,48198,741212,196137,1070338,341702,1238946,683322,1504837,1063895,1722709,1295556,1827586,1081915,9952484,45553,4625676,186053,6733074,312924,7639247,576632,8801334,839596,9534496,975513,9791491,828070,13042900,15942,1961382,66788,4623638,120297,6070225,255570,8321242,428510,10406353,584079,11758488,1047100,39976292,47011,27009360,188197,33127505,311713,35437707,564025,38047042,815191,39411486,947485,39809797,635069,14453452,11328,1183323,61068,4184893,116309,6364401,259547,10042750,426633,12664775,530651,13767889,1194007,32260252,10206,690168,67842,4097512,147606,7899739,387177,16671302,721350,25808082,963013,30120596,249264,27990432,31545,20823422,86958,25554769,119615,26671052,172123,27618166,213397,27993230,233797,28059194,55525644,21706100,32511455,38342054,46872846,53254833,55362926
40,OK,Oklahoma,1600341,16003.00,80017.00,160034.0,400085.00,800171.0,1200256.00,479971.2,196001,139957,82023,41965,20987,120225222,23374647,41165057,54214273,79686385,103347779,115725692,1296449,75478657,12977,5872841,66429,16221684,135303,25323312,339858,43943699,681517,62334486,1019393,72311407,476246,701881,14383,283187,60564,401853,108308,460734,220856,557182,338495,634086,410058,670755,234210,2238434,11988,1101463,46139,1554314,75043,1743944,132617,1994363,184617,2145821,211576,2200869,289792,3348365,5525,454593,22711,1013781,41109,1315530,89023,1847840,151734,2403206,208256,2871265,253981,10608186,13144,7120205,49880,8830814,80782,9421629,141981,10093509,198777,10440066,229116,10553239,150938,3678570,3413,326779,17717,1191999,32538,1776374,69309,2715564,106868,3291619,129151,3532941,315147,8182354,3244,247997,22793,1347617,48669,2434294,120429,4782460,206574,6805424,264859,7739939,96627,8872024,10853,6458698,31390,7999804,43950,8389656,64576,8744893,81403,8884152,89959,8902533,14147378,5673800,8509100,10083721,12283950,13714847,14129792
41,OR,Oregon,1914679,19147.00,95734.00,191468.0,478670.00,957340.0,1436009.00,606238.22,248529.1,171656,99979,51791,26651,178474257,34536430,61781035,81230550,118268805,153170481,171496356,1495272,106719327,15318,9757499,77802,25175900,156010,37872040,387452,63192341,774966,88112091,1175596,102166261,642772,1105294,17556,398869,76686,587982,138451,694054,287426,861700,456226,993643,551347,1052377,427425,4519079,15440,2073651,67289,2920734,117343,3341630,221189,3900303,325137,4280629,378391,4420657,303056,5819624,4670,622553,22150,1710973,41488,2394919,93036,3545060,163156,4664113,221521,5327570,450871,19493542,16779,11587929,71913,15439693,123517,16900305,229387,18356340,337765,19145578,397152,19381940,239625,5819493,3750,407197,20642,1473464,41140,2346401,96236,3936501,161590,5091124,198249,5522558,373505,11727665,3160,212026,20489,1341063,45755,2851022,125736,6541627,234613,9820834,301014,11024460,120372,13230813,11349,8383130,35004,11323005,51281,12185244,77608,12899428,100183,13201852,111256,13260069,23817338,8527381,13428680,16174491,20108705,22824136,23717973
42,PA,Pennsylvania,5912297,59123.00,295615.00,591230.0,1478074.00,2956149.0,4434223.00,617794.4,242564,167303,97345,50621,25323,552904298,119632647,202989377,261521356,372894344,477768450,532754233,4635065,338195496,49995,36153186,253387,88759716,507568,129735614,1258090,209019995,2494252,285418722,3723929,326652293,2029269,3863170,54346,2074746,234070,2517067,419964,2769178,873273,3197928,1395939,3553594,1716767,3719862,1410406,13481510,51461,5930783,220097,8807198,378304,10096624,713138,11751126,1060164,12836724,1242715,13219017,847968,16368058,16645,2601797,71944,6194466,129058,8101050,274321,11046816,463290,13627659,630394,15217960,1297411,60083469,52927,42013033,220720,50440541,372237,53723865,680293,57356350,993778,59280500,1160050,59844656,808142,18527496,12603,1583490,66849,5092928,130643,7824845,305394,12633805,518180,16149332,648891,17555348,1359966,33813342,11559,862236,70102,4220155,155190,8261313,424243,17994502,799055,27267877,1055618,31307714,302013,33294768,34276,23669658,96242,29880141,134859,31383276,198361,32671691,252911,33249815,281455,33378029,77326305,31046021,46392414,54668634,66266550,74527974,77099192
44,RI,Rhode Island,516621,5166.00,25831.00,51662.0,129155.00,258311.0,387466.00,577615,233259,165416,97042,51592,26815,46637744,8931825,15830374,20823233,30526887,39737888,44705504,418086,29679878,4343,2881091,22154,7122716,44774,10658044,111617,17702238,221607,24617339,333130,28508061,178128,264360,4755,108650,20251,150251,36381,171998,77138,209758,124312,240483,152217,253182,110322,1034447,4385,452621,18283,675352,31004,770824,58570,902627,85819,987128,99127,1015833,80907,1440616,1523,153113,6857,460365,12241,633859,25849,896189,42918,1138746,58200,1301568,107313,4832828,4595,3168734,18821,4020209,31359,4313301,57542,4620663,83618,4772541,96922,4814855,59009,1333934,1174,113748,5906,380145,11065,575607,24623,927580,40082,1172718,48600,1266404,99990,2787665,1103,70418,6485,381191,13873,741706,35461,1566998,63687,2337580,80945,2620448,26701,2562621,3109,1780978,8524,2285479,11932,2406983,17696,2526903,22414,2573834,24805,2575390,6345895,2290533,3534026,4241290,5294584,6069973,6318277
45,SC,South Carolina,2273679,22737.00,113684.00,227368.0,568420.00,1136840.0,1705259.00,542390.1,215567,149845,85759,42979,21544,184451640,38420006,66653889,86748417,125007703,159759527,177783016,1820760,110279584,18382,9810290,93231,25862384,186928,38930274,465578,64986681,940083,90941575,1421389,105528921,573500,845208,20339,320937,83114,477860,144926,560282,285333,687884,424475,775845,502937,814862,410721,4260788,18678,1816637,76028,2809747,128969,3259098,236524,3801229,330509,4101641,375130,4199811,417497,5496587,6685,872823,29207,1960839,52979,2523652,116544,3439369,204522,4321066,286676,4858848,414643,20511168,20044,14045331,80327,17351767,134089,18521256,240455,19792013,333811,20321667,379427,20458950,261165,6732169,5356,530168,29235,2067949,56774,3230604,124653,5050576,191086,6116305,227737,6513194,520634,14234925,5166,326990,34873,2148926,76852,4176281,198774,8601589,344678,12105939,439514,13554732,119417,13739829,14719,9985382,41564,12481459,57756,13086426,83732,13531062,103351,13731577,112573,13766349,23295609,9380670,14168291,16765157,20311411,22620015,23265620
46,SD,South Dakota,404448,4044.00,20222.00,40445.0,101112.00,202224.0,303336.00,645282.49,229597.3,157638,96884,51661,27262,38219534,8845003,14449173,18222377,25587305,32825011,36759548,328756,20632007,3261,1617781,16056,4042912,32569,6252586,83209,11187820,167242,16336687,254680,19537913,140839,300783,3823,109240,16730,166258,29786,195048,61118,236038,98729,271834,120292,287212,95388,882232,3366,372443,14076,553232,24562,636882,46842,738425,71081,815656,83711,852020,64053,1045513,1223,138019,5477,341569,10020,463233,22389,666519,38831,866761,49914,969324,100658,4754854,3623,2779349,15329,3704518,26417,4046424,49721,4414394,75443,4642127,89174,4713603,51795,1071309,814,89121,4573,288394,8961,448848,20167,712192,34485,925284,42593,1008673,85845,2250844,782,46728,5027,275818,11173,563243,29222,1212638,54772,1862859,70290,2111509,37138,4718108,3091,3320326,10788,4242176,16121,4465420,24636,4638668,31598,4702372,34733,4720123,4954580,2135054,3093515,3578397,4240929,4745123,4934361
47,TN,Tennessee,3030643,30306.00,151532.00,303064.0,757661.00,1515322.0,2272982.00,602498.9,220469.9,150268,85715.5,43954,21897,262342292,64142183,104026931,131125070,181957546,228791448,253348896,2459472,159883736,23396,17813680,122783,41123087,250925,59735459,637395,96811371,1288099,133340351,1935225,153537106,850086,1505449,27638,707919,115126,949540,202870,1072430,406609,1249323,615417,1385120,739009,1451630,487209,5737174,24414,3155402,98127,4274599,162119,4730026,284338,5264845,391197,5562746,444735,5670212,613004,14127700,11871,3608626,49566,7011348,86609,8457648,178763,10441370,304079,12117293,422501,13073236,511642,34939729,26639,26231831,105841,30981603,172763,32532440,298783,34021199,410200,34672422,467375,34861739,288318,6857279,5694,567330,31490,2101289,59991,3247479,129422,5014468,200461,6114568,244141,6575377,600403,15634749,5395,428782,37225,2379522,82718,4540156,215262,9158038,379889,12984000,494463,14746730,128480,14590235,18617,10466875,50490,13241331,67836,13867235,92838,14371784,111793,14574445,121130,14610631,35737437,16260168,23293249,26866319,31624110,34764056,35692019
48,TX,Texas,12612783,126128.00,630639.00,1261278.0,3153196.00,6306392.0,9459587.00,676270.54,249069,166470,90041,44159,21470,1193348225,313019718,499746580,626105811,854713334,1054685065,1155589733,10362882,741117579,101674,80888028,539845,199898608,1097089,293081460,2751174,468660848,5515470,630659478,8211597,714022862,3149862,7870500,115262,4519530,479423,5676949,832979,6213243,1610963,6975764,2354709,7480651,2782442,7698509,2049842,27547646,105214,15455453,440537,20881258,737372,23080652,1285883,25615417,1714261,26891429,1903718,27300975,2945517,37859836,40513,6280187,176967,13863744,327253,17694443,731377,23422640,1316737,28850791,1970734,32952192,2226507,159588262,112831,121467343,466826,142501794,776617,149346426,1354979,155843749,1827686,158529734,2055464,159276088,972526,29025574,22036,2860905,116410,9668643,222125,14717271,483532,22631485,728237,26812282,855834,28244758,1983247,55425643,20806,1588934,131842,8307788,295077,15958818,778860,33292076,1344494,47408940,1696632,52978934,659111,83835936,83524,63595013,238862,77760122,333817,80968021,476160,83455210,576110,84153759,624118,84115474,174440899,81417526,116406771,134369801,157488901,170861970,174282945
49,UT,Utah,1373850,13739.00,68693.00,137385.0,343463.00,686925.0,1030388.00,695920.53,247691.95,168503.1,100819,53543,27000,141959785,37246571,57752496,71504067,97896972,123475614,136962889,1176534,86332952,11389,8456866,59292,20148933,120598,30075379,303530,50548541,603673,70972900,907932,82362722,402301,930892,12640,444822,53794,622066,94517,691574,188494,787684,293734,866501,352816,902729,241698,2359636,10464,1241571,42305,1731083,71290,1913996,128674,2124645,186609,2267490,217494,2323318,237959,2725028,3538,363416,17111,843854,32730,1110278,74500,1545133,132563,2029468,176975,2387803,281970,22040079,12061,16773349,49827,19763466,83083,20627576,147866,21422563,215034,21829776,252860,21975754,112608,2799422,1957,212834,10713,784919,20593,1222218,46077,1938947,77085,2461991,95382,2674434,221526,6583303,1871,132121,12342,755243,27790,1525726,74653,3423557,140494,5401143,183474,6213360,131336,14143053,10113,8757795,34112,11956362,50914,12879053,80503,13705338,107443,14101395,121237,14176699,19350657,9151169,12723739,14538934,16980126,18666002,19281855
50,VT,Vermont,310684,3107.00,15534.00,31068.0,77671.00,155342.0,233013.00,553060.89,229124.4,159416.7,94963.5,50386.5,26600,26872427,4822142,8895911,11813213,17464138,22861591,25817379,241957,15819894,2419,1261533,12324,3353885,25219,5192278,64509,9071320,129776,12936448,195558,15198157,122963,156282,2871,50334,12919,78593,23762,93745,50503,116443,82327,136623,102030,146695,80146,947931,2653,353451,11454,578869,20022,686323,38202,813498,57905,895939,69060,926385,57406,1090509,942,108151,4516,316398,8427,448449,19006,678146,32576,878883,43330,1003651,75867,3142215,2771,1759608,11726,2420794,20142,2669283,37254,2930653,55704,3076619,66273,3120761,45627,989199,728,73607,4151,279700,8053,433264,17599,673544,29309,858207,36043,929606,65481,1608754,619,48223,3959,234420,8569,433225,21684,882778,39430,1303799,50458,1482480,20032,1644673,1818,1066853,5647,1425459,8240,1521104,12605,1611016,16425,1645477,18368,1651676,3363078,1160174,1851836,2238011,2785669,3196865,3348688
